lsmaccx,lsmaccy,lsmaccz,lsmangx,lsmangy,lsmangz,a0,a1,a2,f1,f2,timestamp
0,0,0,0,0,0,24710,33944,41898,0,0,2650
0,0,0,0,0,0,20965,33384,41978,1,0,2655
0,0,0,0,0,0,20693,32968,41674,0,0,2660
0,0,0,0,0,0,20645,33256,41978,0,1,2665
0,0,0,0,0,0,20693,33288,42058,0,0,2670
0,0,0,0,0,0,20517,33096,41754,1,0,2675
0,0,0,0,0,0,20597,33400,41994,0,1,2680
0,0,0,0,0,0,20549,33096,41834,0,0,2685
0,0,0,0,0,0,20549,33080,41882,0,0,2690
0,0,0,0,0,0,20501,32904,41610,1,0,2695
0,0,0,0,0,0,20517,33192,41930,0,1,2700
0,0,0,0,0,0,20565,33272,41994,0,0,2705
0,0,0,0,0,0,20452,33080,41770,1,0,2710
0,0,0,0,0,0,20549,33512,41994,0,1,2715
0,0,0,0,0,0,20501,33160,41898,0,0,2720
0,0,0,0,0,0,20533,33192,41930,0,0,2725
0,0,0,0,0,0,20468,32952,41658,1,0,2730
0,0,0,0,0,0,20517,33048,41914,0,1,2735
0,0,0,0,0,0,15971,32119,42218,1,0,2748
0,0,0,0,0,0,24630,35208,42986,0,1,2750
0,0,0,0,0,0,21205,33272,41962,0,0,2755
0,0,0,0,0,0,20757,33320,41978,0,0,2760
0,0,0,0,0,0,20693,33624,42186,1,0,2765
0,0,0,0,0,0,20661,33192,41914,0,1,2770
0,0,0,0,0,0,20581,33384,42026,0,0,2775
0,0,0,0,0,0,20468,33160,41850,1,0,2780
0,0,0,0,0,0,20565,34520,42490,0,0,2785
0,0,0,0,0,0,20693,33192,41994,0,1,2790
0,0,0,0,0,0,20549,32936,41914,0,0,2795
0,0,0,0,0,0,20501,32952,41802,1,0,2800
0,0,0,0,0,0,20581,34328,42570,0,1,2805
0,0,0,0,0,0,20725,33496,42026,0,0,2810
0,0,0,0,0,0,20468,32968,41754,1,0,2815
0,0,0,0,0,0,20517,33032,41578,0,0,2820
0,0,0,0,0,0,20549,33208,41994,0,1,2825
0,0,0,0,0,0,20420,33016,41738,1,0,2830
0,0,0,0,0,0,14755,31831,42058,1,1,2849
0,0,0,0,0,0,28278,33640,40905,0,0,2850
0,0,0,0,0,0,21365,33320,41930,0,0,2855
0,0,0,0,0,0,21093,33656,42058,0,1,2860
0,0,0,0,0,0,20789,33192,41898,1,0,2865
0,0,0,0,0,0,20645,33128,41834,0,0,2870
0,0,0,0,0,0,20629,33128,41642,0,0,2875
0,0,0,0,0,0,20565,33176,41898,1,1,2880
0,0,0,0,0,0,20549,33080,41914,0,0,2885
0,0,0,0,0,0,20581,33128,41978,0,0,2890
0,0,0,0,0,0,20517,33224,41850,1,0,2895
0,0,0,0,0,0,20517,33080,41898,0,1,2900
0,0,0,0,0,0,20517,33128,41978,0,0,2905
0,0,0,0,0,0,20436,33064,41802,1,0,2910
0,0,0,0,0,0,20533,33816,42298,0,1,2915
0,0,0,0,0,0,20629,33064,41946,0,0,2920
0,0,0,0,0,0,20436,33032,41770,1,0,2925
0,0,0,0,0,0,20501,33320,42090,0,0,2930
0,0,0,0,0,0,15955,32295,42282,1,1,2943
0,0,0,0,0,0,24646,33704,41786,0,0,2945
0,0,0,0,0,0,20901,32952,41706,0,0,2950
0,0,0,0,0,0,20725,33272,41994,0,1,2955
0,0,0,0,0,0,20549,33064,41866,1,0,2960
0,0,0,0,0,0,20501,33000,41802,0,0,2965
0,0,0,0,0,0,20549,33448,41978,0,0,2970
0,0,0,0,0,0,20452,33016,41834,1,1,2975
0,0,0,0,0,0,20452,33112,41866,0,0,2980
0,0,0,0,0,0,20501,33064,41914,0,0,2985
0,0,0,0,0,0,20517,34008,42442,1,1,2990
0,0,0,0,0,0,20565,33032,41898,0,0,2995
0,0,0,0,0,0,20501,33048,41898,0,0,3000
0,0,0,0,0,0,20404,32872,41706,1,0,3005
0,0,0,0,0,0,20517,33864,42410,0,1,3010
0,0,0,0,0,0,20597,33096,41946,0,0,3015
0,0,0,0,0,0,20388,33016,41754,1,0,3020
0,0,0,0,0,0,20436,33016,41770,0,0,3025
0,0,0,0,0,0,15907,32247,42282,1,1,3038
0,0,0,0,0,0,24565,33816,41770,0,0,3040
0,0,0,0,0,0,20901,33224,41898,0,0,3045
0,0,0,0,0,0,20725,33288,41802,1,1,3050
0,0,0,0,0,0,20565,33032,41786,0,0,3055
0,0,0,0,0,0,20517,32872,41738,0,0,3060
0,0,0,0,0,0,20517,33320,42186,0,0,3065
0,0,0,0,0,0,20517,33000,41722,1,1,3070
0,0,0,0,0,0,20436,32936,41722,0,0,3075
0,0,0,0,0,0,20468,33128,41802,0,0,3080
0,0,0,0,0,0,20452,33608,42410,1,0,3085
0,0,0,0,0,0,20581,33112,41738,0,1,3090
0,0,0,0,0,0,20436,33000,41738,1,0,3095
0,0,0,0,0,0,20420,32904,41722,0,0,3100
0,0,0,0,0,0,20468,33544,42394,0,0,3105
0,0,0,0,0,0,20597,33320,41850,1,1,3110
0,0,0,0,0,0,20436,32888,41706,0,0,3115
0,0,0,0,0,0,20420,32920,41706,0,0,3120
0,0,0,0,0,0,20436,33320,41994,1,0,3125
0,0,0,0,0,0,15987,32343,42234,1,1,3138
0,0,0,0,0,0,24293,33672,41770,0,0,3140
0,0,0,0,0,0,20853,33384,41994,0,0,3145
0,0,0,0,0,0,20661,33096,41802,0,1,3150
0,0,0,0,0,0,20517,32936,41722,1,0,3155
0,0,0,0,0,0,20452,32920,41674,0,0,3160
0,0,0,0,0,0,20468,33144,41642,0,0,3165
0,0,0,0,0,0,20420,33064,41802,1,1,3170
0,0,0,0,0,0,20452,32968,41722,0,0,3175
0,0,0,0,0,0,20452,33000,41850,0,0,3180
0,0,0,0,0,0,20404,32952,41514,1,0,3185
0,0,0,0,0,0,20420,32984,41770,0,1,3190
0,0,0,0,0,0,20436,33016,41754,0,0,3195
0,0,0,0,0,0,20404,33000,41802,1,0,3200
0,0,0,0,0,0,20452,33016,41562,0,0,3205
0,0,0,0,0,0,20452,33096,41898,0,1,3210
0,0,0,0,0,0,20420,32952,41770,1,0,3215
0,0,0,0,0,0,20420,32984,41786,0,0,3220
0,0,0,0,0,0,15955,32295,42314,1,1,3233
0,0,0,0,0,0,24405,33720,41834,0,0,3235
0,0,0,0,0,0,20837,33096,41802,0,0,3240
0,0,0,0,0,0,20613,32776,41514,1,0,3245
0,0,0,0,0,0,20533,33016,41754,0,1,3250
0,0,0,0,0,0,20565,33080,41850,0,0,3255
0,0,0,0,0,0,20404,32936,41690,1,0,3260
0,0,0,0,0,0,20404,32776,41514,0,0,3265
0,0,0,0,0,0,20436,33192,41978,0,1,3270
0,0,0,0,0,0,20388,32920,41722,1,0,3275
0,0,0,0,0,0,20404,32808,41770,0,0,3280
0,0,0,0,0,0,20468,32856,41642,0,0,3285
0,0,0,0,0,0,20404,33096,41770,1,1,3290
0,0,0,0,0,0,20436,32904,41770,0,0,3295
0,0,0,0,0,0,20452,33064,41930,0,0,3300
0,0,0,0,0,0,20388,32808,41578,1,0,3305
0,0,0,0,0,0,20452,33144,41930,0,1,3310
0,0,0,0,0,0,20501,33112,41962,0,0,3315
0,0,0,0,0,0,16035,33592,42538,1,1,3328
0,0,0,0,0,0,24630,33720,41770,0,0,3330
0,0,0,0,0,0,20821,33128,41770,1,0,3335
0,0,0,0,0,0,20629,32792,41674,0,0,3340
0,0,0,0,0,0,20565,33560,42042,0,0,3345
0,0,0,0,0,0,20501,33064,41786,1,1,3350
0,0,0,0,0,0,20517,33016,41834,0,0,3355
0,0,0,0,0,0,20372,33016,41674,1,0,3360
0,0,0,0,0,0,20436,33608,42346,0,0,3365
0,0,0,0,0,0,20629,33320,42090,0,1,3370
0,0,0,0,0,0,20404,32952,41802,1,0,3375
0,0,0,0,0,0,20436,32920,41770,0,0,3380
0,0,0,0,0,0,20485,33032,41898,0,0,3385
0,0,0,0,0,0,20436,33352,41898,1,1,3390
0,0,0,0,0,0,20420,33000,41770,0,0,3395
0,0,0,0,0,0,20436,33048,41834,0,0,3400
0,0,0,0,0,0,20388,33016,41786,1,0,3405
0,0,0,0,0,0,20517,33912,42282,0,1,3410
0,0,0,0,0,0,20565,33096,41962,0,0,3415
0,0,0,0,0,0,15875,32183,42218,1,0,3428
0,0,0,0,0,0,24614,34552,42474,0,1,3430
0,0,0,0,0,0,20949,33096,41802,1,0,3435
0,0,0,0,0,0,20613,33032,41802,0,0,3440
0,0,0,0,0,0,20565,33064,41834,0,0,3445
0,0,0,0,0,0,20501,32888,41322,1,0,3450
0,0,0,0,0,0,20468,33016,41850,0,1,3455
0,0,0,0,0,0,20404,32968,41674,1,0,3460
0,0,0,0,0,0,20404,32952,41706,0,0,3465
0,0,0,0,0,0,20468,32872,41370,0,0,3470
0,0,0,0,0,0,20292,32904,41818,1,1,3475
0,0,0,0,0,0,20436,32904,41770,0,0,3480
0,0,0,0,0,0,20436,33048,41882,0,0,3485
0,0,0,0,0,0,20372,32727,42090,1,0,3490
0,0,0,0,0,0,20468,33256,42010,0,1,3495
0,0,0,0,0,0,20468,33224,41994,0,0,3500
0,0,0,0,0,0,20388,33000,41802,1,0,3505
0,0,0,0,0,0,20420,32904,41674,0,0,3510
0,0,0,0,0,0,15875,32231,42282,1,1,3523
0,0,0,0,0,0,24630,33432,41802,0,0,3525
0,0,0,0,0,0,20821,33368,41978,1,0,3530
0,0,0,0,0,0,20677,33320,41866,0,1,3535
0,0,0,0,0,0,20565,33192,41930,0,0,3540
0,0,0,0,0,0,20452,32904,41738,1,0,3545
0,0,0,0,0,0,20452,32936,41738,0,0,3550
0,0,0,0,0,0,20565,34456,42666,0,1,3555
0,0,0,0,0,0,20565,32952,41770,1,0,3560
0,0,0,0,0,0,20420,33000,41770,0,0,3565
0,0,0,0,0,0,20404,33016,41770,1,0,3570
0,0,0,0,0,0,20452,33448,42154,0,0,3575
0,0,0,0,0,0,20613,33288,42058,0,1,3580
0,0,0,0,0,0,20388,32968,41850,1,0,3585
0,0,0,0,0,0,20388,32695,42282,0,0,3590
0,0,0,0,0,0,20565,32727,42266,0,0,3595
0,0,0,0,0,0,20565,33112,41898,1,1,3600
0,0,0,0,0,0,20452,33128,41978,0,0,3605
0,0,0,0,0,0,16003,33448,42826,1,1,3618
0,0,0,0,0,0,24790,33592,41866,0,0,3620
0,0,0,0,0,0,20853,33128,41802,1,0,3625
0,0,0,0,0,0,20629,33000,41802,0,0,3630
0,0,0,0,0,0,20565,33064,41882,0,0,3635
0,0,0,0,0,0,20533,33512,42042,1,1,3640
0,0,0,0,0,0,20501,33064,41850,0,0,3645
0,0,0,0,0,0,20501,33128,41994,0,0,3650
0,0,0,0,0,0,20404,32936,41802,1,0,3655
0,0,0,0,0,0,20468,33800,42586,0,1,3660
0,0,0,0,0,0,20565,33000,41834,1,0,3665
0,0,0,0,0,0,20420,33064,41898,0,0,3670
0,0,0,0,0,0,20468,33096,41962,0,0,3675
0,0,0,0,0,0,20372,19012,43450,1,0,3680
0,0,0,0,0,0,20885,33432,42106,0,1,3685
0,0,0,0,0,0,20533,33176,42058,0,0,3690
0,0,0,0,0,0,20388,32968,41914,1,0,3695
0,0,0,0,0,0,20404,32840,41674,0,0,3700
0,0,0,0,0,0,15843,32375,42378,1,1,3713
0,0,0,0,0,0,24662,33864,42026,0,0,3715
0,0,0,0,0,0,20869,33464,42186,1,0,3720
0,0,0,0,0,0,20741,33256,41914,0,1,3725
0,0,0,0,0,0,20581,33112,41930,0,0,3730
0,0,0,0,0,0,20468,32952,41754,1,0,3735
0,0,0,0,0,0,20517,33032,41914,0,0,3740
0,0,0,0,0,0,20468,34280,42794,1,1,3745
0,0,0,0,0,0,20661,33080,41882,0,0,3750
0,0,0,0,0,0,20468,33144,42026,0,0,3755
0,0,0,0,0,0,20388,32904,41802,1,0,3760
0,0,0,0,0,0,20420,33160,41930,0,0,3765
0,0,0,0,0,0,20404,33032,41898,1,1,3770
0,0,0,0,0,0,20452,33064,41898,0,0,3775
0,0,0,0,0,0,20468,33192,41962,0,0,3780
0,0,0,0,0,0,20356,32824,41770,1,0,3785
0,0,0,0,0,0,20452,33192,42074,0,1,3790
0,0,0,0,0,0,20452,33080,41978,0,0,3795
0,0,0,0,0,0,20388,32952,41834,1,0,3800
0,0,0,0,0,0,15891,32343,42378,1,1,3813
0,0,0,0,0,0,24598,33768,41850,0,0,3815
0,0,0,0,0,0,20933,33272,42026,0,0,3820
0,0,0,0,0,0,20581,33000,41786,1,0,3825
0,0,0,0,0,0,20581,34168,42858,0,1,3830
0,0,0,0,0,0,20757,33160,41946,0,0,3835
0,0,0,0,0,0,20452,32904,41770,1,0,3840
0,0,0,0,0,0,20436,32872,41738,0,0,3845
0,0,0,0,0,0,20436,33192,41930,1,0,3850
0,0,0,0,0,0,20452,33128,41978,0,1,3855
0,0,0,0,0,0,20452,33176,41994,0,0,3860
0,0,0,0,0,0,20388,32968,41834,1,0,3865
0,0,0,0,0,0,20372,32743,42202,0,0,3870
0,0,0,0,0,0,20436,33048,41882,1,1,3875
0,0,0,0,0,0,20404,33032,41882,0,0,3880
0,0,0,0,0,0,20468,33160,42026,0,0,3885
0,0,0,0,0,0,20404,33528,42346,1,0,3890
0,0,0,0,0,0,20549,32936,41802,0,1,3895
0,0,0,0,0,0,15907,32423,42410,1,0,3908
0,0,0,0,0,0,24582,33736,41898,0,0,3910
0,0,0,0,0,0,20901,34568,42970,1,1,3915
0,0,0,0,0,0,20853,33176,41962,0,0,3920
0,0,0,0,0,0,20597,33048,41882,0,0,3925
0,0,0,0,0,0,20436,32904,41770,1,0,3930
0,0,0,0,0,0,20501,32920,41834,0,0,3935
0,0,0,0,0,0,20388,33064,41850,1,1,3940
0,0,0,0,0,0,20404,33016,41850,0,0,3945
0,0,0,0,0,0,20420,32984,41866,0,0,3950
0,0,0,0,0,0,20372,32727,42186,1,0,3955
0,0,0,0,0,0,20565,33144,42010,0,1,3960
0,0,0,0,0,0,20388,32952,41770,1,0,3965
0,0,0,0,0,0,20404,33032,41898,0,0,3970
0,0,0,0,0,0,20420,33352,42154,0,0,3975
0,0,0,0,0,0,20436,33320,42026,1,1,3980
0,0,0,0,0,0,20468,33128,42042,0,0,3985
0,0,0,0,0,0,20340,33064,41850,1,0,3990
0,0,0,0,0,0,15843,32391,42378,1,1,4003
0,0,0,0,0,0,24614,33752,41834,0,0,4005
0,0,0,0,0,0,20837,33112,41962,0,0,4010
0,0,0,0,0,0,20565,32856,41770,1,0,4015
0,0,0,0,0,0,20549,33864,42394,0,1,4020
0,0,0,0,0,0,20693,33096,41946,0,0,4025
0,0,0,0,0,0,20404,33016,41834,1,0,4030
0,0,0,0,0,0,20388,33128,41898,0,0,4035
0,0,0,0,0,0,20420,33576,42058,1,0,4040
0,0,0,0,0,0,20436,32968,41898,0,1,4045
0,0,0,0,0,0,20436,33096,42058,0,0,4050
0,0,0,0,0,0,20372,32920,41834,1,0,4055
0,0,0,0,0,0,20372,32679,42202,0,0,4060
0,0,0,0,0,0,20436,33384,42090,1,1,4065
0,0,0,0,0,0,20404,33064,41930,0,0,4070
0,0,0,0,0,0,20420,33096,41994,0,0,4075
0,0,0,0,0,0,20356,32776,41610,1,0,4080
0,0,0,0,0,0,20388,33096,41898,0,1,4085
0,0,0,0,0,0,20372,33080,41834,1,0,4090
0,0,0,0,0,0,15875,33512,42522,1,1,4103
0,0,0,0,0,0,24614,33592,41834,0,0,4105
0,0,0,0,0,0,20837,33272,42042,0,0,4110
0,0,0,0,0,0,20565,33096,41802,1,0,4115
0,0,0,0,0,0,20501,33112,41834,0,0,4120
0,0,0,0,0,0,20581,33992,42314,0,1,4125
0,0,0,0,0,0,20501,32824,41818,1,0,4130
0,0,0,0,0,0,20420,32936,41866,0,0,4135
0,0,0,0,0,0,20372,32872,41834,1,0,4140
0,0,0,0,0,0,20436,33944,42618,0,1,4145
0,0,0,0,0,0,20549,33096,41914,1,0,4150
0,0,0,0,0,0,20372,33112,41962,0,0,4155
0,0,0,0,0,0,20420,33224,42106,0,0,4160
0,0,0,0,0,0,20404,34504,42586,1,0,4165
0,0,0,0,0,0,20533,33080,41994,0,1,4170
0,0,0,0,0,0,20404,33064,41978,0,0,4175
0,0,0,0,0,0,20356,33032,41866,1,0,4180
0,0,0,0,0,0,20404,32904,41850,0,0,4185
0,0,0,0,0,0,15843,32375,42442,1,1,4198
0,0,0,0,0,0,24694,33752,41930,0,0,4200
0,0,0,0,0,0,20789,32936,41674,1,0,4205
0,0,0,0,0,0,20629,33128,42026,0,1,4210
0,0,0,0,0,0,20452,33032,41834,1,0,4215
0,0,0,0,0,0,20436,33064,41866,0,0,4220
0,0,0,0,0,0,20533,33384,42186,0,0,4225
0,0,0,0,0,0,20468,33128,41962,1,1,4230
0,0,0,0,0,0,20404,33096,41946,0,0,4235
0,0,0,0,0,0,20340,32679,42282,1,0,4240
0,0,0,0,0,0,20468,33128,42026,0,0,4245
0,0,0,0,0,0,20501,33416,42074,0,1,4250
0,0,0,0,0,0,20340,32968,41882,1,0,4255
0,0,0,0,0,0,20420,33096,42010,0,0,4260
0,0,0,0,0,0,20324,32968,41834,1,0,4265
0,0,0,0,0,0,20468,34584,42858,0,1,4270
0,0,0,0,0,0,20661,33048,42026,0,0,4275
0,0,0,0,0,0,20356,32808,41786,1,0,4280
0,0,0,0,0,0,15843,32391,42442,1,1,4293
0,0,0,0,0,0,24598,33848,41962,0,0,4295
0,0,0,0,0,0,20789,33128,41882,1,0,4300
0,0,0,0,0,0,20549,32936,41850,0,0,4305
0,0,0,0,0,0,20565,34248,42890,0,0,4310
0,0,0,0,0,0,20645,32952,41818,1,1,4315
0,0,0,0,0,0,20468,33112,41962,0,0,4320
0,0,0,0,0,0,20372,32952,41866,1,0,4325
0,0,0,0,0,0,20388,33112,41802,0,0,4330
0,0,0,0,0,0,20356,33032,41930,1,1,4335
0,0,0,0,0,0,20340,33000,41898,0,0,4340
0,0,0,0,0,0,20404,33064,41994,0,0,4345
0,0,0,0,0,0,20308,32599,42074,1,0,4350
0,0,0,0,0,0,20388,33000,41882,0,1,4355
0,0,0,0,0,0,20356,33048,41914,1,0,4360
0,0,0,0,0,0,20372,32968,41962,0,0,4365
0,0,0,0,0,0,20404,32968,41850,0,0,4370
0,0,0,0,0,0,20372,33048,41962,1,1,4375
0,0,0,0,0,0,15811,32423,42442,1,0,4388
0,0,0,0,0,0,24565,33496,41706,0,0,4390
0,0,0,0,0,0,20901,33368,42090,0,1,4395
0,0,0,0,0,0,20581,33032,41866,1,0,4400
0,0,0,0,0,0,20517,33064,41962,0,0,4405
0,0,0,0,0,0,20404,32743,42186,1,0,4410
0,0,0,0,0,0,20452,33272,41994,0,1,4415
0,0,0,0,0,0,20404,33032,41930,1,0,4420
0,0,0,0,0,0,20388,33064,41914,0,0,4425
0,0,0,0,0,0,20452,33352,42090,0,0,4430
0,0,0,0,0,0,20388,33048,41914,1,1,4435
0,0,0,0,0,0,20404,33016,41930,0,0,4440
0,0,0,0,0,0,20340,32808,41866,1,0,4445
0,0,0,0,0,0,20388,33320,42138,0,0,4450
0,0,0,0,0,0,20436,33320,42154,0,1,4455
0,0,0,0,0,0,20372,32968,41914,1,0,4460
0,0,0,0,0,0,20420,33064,42026,0,0,4465
0,0,0,0,0,0,20356,33480,42314,1,0,4470
0,0,0,0,0,0,20549,33656,42122,0,1,4475
0,0,0,0,0,0,15875,32215,42538,1,0,4488
0,0,0,0,0,0,24598,33992,42218,0,0,4490
0,0,0,0,0,0,20917,33272,42026,1,1,4495
0,0,0,0,0,0,20645,33256,42090,0,0,4500
0,0,0,0,0,0,20452,33032,41914,1,0,4505
0,0,0,0,0,0,20420,33000,41898,0,0,4510
0,0,0,0,0,0,20436,33256,41962,1,1,4515
0,0,0,0,0,0,20436,33000,41866,0,0,4520
0,0,0,0,0,0,20436,33128,42122,0,0,4525
0,0,0,0,0,0,20372,33016,41898,1,0,4530
0,0,0,0,0,0,20420,33208,41914,0,1,4535
0,0,0,0,0,0,20340,33032,41898,1,0,4540
0,0,0,0,0,0,20356,32888,41898,0,0,4545
0,0,0,0,0,0,20420,33128,42122,0,0,4550
0,0,0,0,0,0,20404,33448,42090,1,1,4555
0,0,0,0,0,0,20452,32968,41914,0,0,4560
0,0,0,0,0,0,20340,32952,41866,1,0,4565
0,0,0,0,0,0,20340,32984,41898,0,0,4570
0,0,0,0,0,0,15859,32487,42410,1,1,4583
0,0,0,0,0,0,24614,33832,42058,0,0,4585
0,0,0,0,0,0,20805,33080,41866,1,0,4590
0,0,0,0,0,0,20629,33832,42314,0,1,4595
0,0,0,0,0,0,20581,33032,41834,1,0,4600
0,0,0,0,0,0,20436,32968,41898,0,0,4605
0,0,0,0,0,0,20436,33000,41914,0,0,4610
0,0,0,0,0,0,20452,33576,42042,1,1,4615
0,0,0,0,0,0,20436,32615,42506,0,0,4620
0,0,0,0,0,0,20501,33032,41866,1,0,4625
0,0,0,0,0,0,20372,32840,41866,0,0,4630
0,0,0,0,0,0,20485,33832,42346,0,1,4635
0,0,0,0,0,0,20452,32968,41898,1,0,4640
0,0,0,0,0,0,20404,33000,42026,0,0,4645
0,0,0,0,0,0,20324,32936,41834,1,0,4650
0,0,0,0,0,0,20436,33384,42138,0,1,4655
0,0,0,0,0,0,20372,33000,41866,1,0,4660
0,0,0,0,0,0,20340,32952,41914,0,0,4665
0,0,0,0,0,0,15827,32199,42410,1,1,4678
0,0,0,0,0,0,24646,33704,41978,0,0,4680
0,0,0,0,0,0,20805,33080,41882,1,0,4685
0,0,0,0,0,0,20613,33192,41994,0,0,4690
0,0,0,0,0,0,20501,33368,41994,1,1,4695
0,0,0,0,0,0,20436,33000,41898,0,0,4700
0,0,0,0,0,0,20436,33016,41930,0,0,4705
0,0,0,0,0,0,20356,32936,41914,1,0,4710
0,0,0,0,0,0,20517,34008,42330,0,1,4715
0,0,0,0,0,0,20452,33000,41850,1,0,4720
0,0,0,0,0,0,20372,33160,42026,0,0,4725
0,0,0,0,0,0,20340,33048,41914,1,0,4730
0,0,0,0,0,0,20404,33160,41930,0,1,4735
0,0,0,0,0,0,20452,33192,42154,0,0,4740
0,0,0,0,0,0,20340,33000,41930,1,0,4745
0,0,0,0,0,0,20404,33096,41994,0,0,4750
0,0,0,0,0,0,20340,33016,41946,1,1,4755
0,0,0,0,0,0,20340,32936,41882,0,0,4760
0,0,0,0,0,0,20324,33192,41962,1,0,4765
0,0,0,0,0,0,15811,32167,42378,1,1,4778
0,0,0,0,0,0,24582,33752,41946,0,0,4780
0,0,0,0,0,0,20869,33192,41994,0,0,4785
0,0,0,0,0,0,20549,33320,42266,1,0,4790
0,0,0,0,0,0,20613,32952,41898,0,1,4795
0,0,0,0,0,0,20501,32984,41898,1,0,4800
0,0,0,0,0,0,20356,32792,41834,0,0,4805
0,0,0,0,0,0,20420,33336,42154,0,0,4810
0,0,0,0,0,0,20436,33128,41914,1,1,4815
0,0,0,0,0,0,20420,33160,42058,0,0,4820
0,0,0,0,0,0,20340,33032,41930,1,0,4825
0,0,0,0,0,0,20388,33160,42138,0,0,4830
0,0,0,0,0,0,20388,32936,41834,1,1,4835
0,0,0,0,0,0,20388,33000,41898,0,0,4840
0,0,0,0,0,0,20372,33144,41962,0,0,4845
0,0,0,0,0,0,20324,32808,41722,1,0,4850
0,0,0,0,0,0,20404,33288,42170,0,1,4855
0,0,0,0,0,0,20420,33032,41962,1,0,4860
0,0,0,0,0,0,15859,32663,42522,1,1,4873
0,0,0,0,0,0,24565,33720,41946,0,0,4875
0,0,0,0,0,0,20805,33208,41946,1,0,4880
0,0,0,0,0,0,20549,32872,41850,0,0,4885
0,0,0,0,0,0,20485,32647,42218,0,0,4890
0,0,0,0,0,0,20501,33064,41898,1,1,4895
0,0,0,0,0,0,20436,33032,41962,0,0,4900
0,0,0,0,0,0,20356,32952,41802,1,0,4905
0,0,0,0,0,0,20420,34344,42474,0,0,4910
0,0,0,0,0,0,20517,32952,41946,1,1,4915
0,0,0,0,0,0,20404,33048,41914,0,0,4920
0,0,0,0,0,0,20404,33064,41994,0,0,4925
0,0,0,0,0,0,20356,33272,42106,1,0,4930
0,0,0,0,0,0,20420,33128,42058,0,1,4935
0,0,0,0,0,0,20324,33032,41946,1,0,4940
0,0,0,0,0,0,20340,32952,41962,0,0,4945
0,0,0,0,0,0,20356,33576,42474,1,1,4950
0,0,0,0,0,0,20468,32872,41898,0,0,4955
0,0,0,0,0,0,15891,32583,42314,1,0,4968
0,0,0,0,0,0,24598,34504,42570,0,1,4970
0,0,0,0,0,0,20917,33192,41962,1,0,4975
0,0,0,0,0,0,20613,33016,41978,0,0,4980
0,0,0,0,0,0,20436,33000,41850,1,0,4985
0,0,0,0,0,0,20468,33256,41994,0,1,4990
0,0,0,0,0,0,20388,32936,41754,1,0,4995
0,0,0,0,0,0,20388,32936,41802,0,0,5000
0,0,0,0,0,0,20404,33800,42538,0,0,5005
0,0,0,0,0,0,20581,33320,42058,0,1,5010
0,0,0,0,0,0,20404,33016,41946,0,0,5015
0,0,0,0,0,0,20340,32904,41818,1,0,5020
0,0,0,0,0,0,20436,33096,41786,0,0,5025
0,0,0,0,0,0,20340,33016,41930,1,1,5030
0,0,0,0,0,0,20340,33000,41930,0,0,5035
0,0,0,0,0,0,20324,32776,41786,1,0,5040
0,0,0,0,0,0,20308,32808,41754,0,0,5045
0,0,0,0,0,0,20372,33096,41930,1,1,5050
0,0,0,0,0,0,15811,32503,42570,1,0,5063
0,0,0,0,0,0,24549,33048,41610,0,0,5065
0,0,0,0,0,0,20789,33272,42090,0,1,5070
0,0,0,0,0,0,20549,32952,41898,1,0,5075
0,0,0,0,0,0,20468,32984,41834,0,0,5080
0,0,0,0,0,0,20436,33848,42682,1,0,5085
0,0,0,0,0,0,20581,33128,41962,0,1,5090
0,0,0,0,0,0,20404,32872,41802,1,0,5095
0,0,0,0,0,0,20356,32920,41850,0,0,5100
0,0,0,0,0,0,20468,33816,42474,0,1,5105
0,0,0,0,0,0,20501,32904,41850,1,0,5110
0,0,0,0,0,0,20420,33016,41930,0,0,5115
0,0,0,0,0,0,20324,32936,41994,1,0,5120
0,0,0,0,0,0,20372,33192,41866,0,1,5125
0,0,0,0,0,0,20340,33016,41850,1,0,5130
0,0,0,0,0,0,20340,32904,41914,0,0,5135
0,0,0,0,0,0,20340,32776,41594,1,0,5140
0,0,0,0,0,0,20372,33016,41898,0,1,5145
0,0,0,0,0,0,20436,33112,42010,0,0,5150
0,0,0,0,0,0,15795,32359,42314,2,1,5163
0,0,0,0,0,0,24549,33608,41866,0,0,5165
0,0,0,0,0,0,20821,32936,41898,0,0,5170
0,0,0,0,0,0,20533,32872,41722,1,0,5175
0,0,0,0,0,0,20420,33640,42986,0,0,5180
0,0,0,0,0,0,20677,32968,41786,1,1,5185
0,0,0,0,0,0,20420,32936,41802,0,0,5190
0,0,0,0,0,0,20372,33000,41834,1,0,5195
0,0,0,0,0,0,20452,34232,43050,0,1,5200
0,0,0,0,0,0,20629,33000,41882,1,0,5205
0,0,0,0,0,0,20340,32888,41802,0,0,5210
0,0,0,0,0,0,20388,33128,41994,0,0,5215
0,0,0,0,0,0,20356,33000,41866,1,1,5220
0,0,0,0,0,0,20324,32920,41866,0,0,5225
0,0,0,0,0,0,20308,32743,42266,1,0,5230
0,0,0,0,0,0,20452,33192,41994,0,0,5235
0,0,0,0,0,0,20372,33000,41834,1,1,5240
0,0,0,0,0,0,20324,33000,41866,0,0,5245
0,0,0,0,0,0,15843,32439,42426,1,1,5258
0,0,0,0,0,0,24582,33672,41930,0,0,5260
0,0,0,0,0,0,20757,32984,41834,1,0,5265
0,0,0,0,0,0,20597,33064,41898,0,0,5270
