lsmaccx,lsmaccy,lsmaccz,lsmangx,lsmangy,lsmangz,a0,a1,a2,f1,f2,timestamp
0,0,0,0,0,0,19684,29655,39129,0,0,270
0,0,0,0,0,0,19668,29607,39129,0,0,275
0,0,0,0,0,0,19620,29479,39033,0,0,280
0,0,0,0,0,0,19604,29847,39193,0,1,285
0,0,0,0,0,0,19620,29671,39177,0,0,290
0,0,0,0,0,0,19620,29591,39161,0,0,295
0,0,0,0,0,0,19524,29543,39145,0,0,300
0,0,0,0,0,0,19524,29559,39113,0,0,305
0,0,0,0,0,0,19492,29671,39097,0,0,310
0,0,0,0,0,0,19492,29527,39065,0,0,315
0,0,0,0,0,0,19556,30423,39577,0,1,320
0,0,0,0,0,0,15475,29271,39321,0,0,345
0,0,0,0,0,0,19940,29799,39209,0,0,350
0,0,0,0,0,0,19876,31047,39881,0,1,355
0,0,0,0,0,0,19860,29767,39225,0,0,360
0,0,0,0,0,0,19700,29687,39177,0,0,365
0,0,0,0,0,0,19604,29639,39145,0,0,370
0,0,0,0,0,0,19508,29559,39145,0,0,375
0,0,0,0,0,0,19492,29575,39081,0,0,380
0,0,0,0,0,0,19460,29527,39049,0,0,385
0,0,0,0,0,0,19524,30535,39673,0,1,390
0,0,0,0,0,0,19588,29639,39241,0,0,395
0,0,0,0,0,0,19540,29527,39145,0,0,400
0,0,0,0,0,0,19460,29607,39097,0,0,405
0,0,0,0,0,0,19412,29591,39081,0,0,410
0,0,0,0,0,0,19428,29655,39097,0,0,415
0,0,0,0,0,0,19444,30119,39545,0,0,420
0,0,0,0,0,0,19620,30919,39945,0,1,425
0,0,0,0,0,0,19636,29671,39145,0,0,430
0,0,0,0,0,0,19508,29591,39161,0,0,435
0,0,0,0,0,0,15475,29111,39177,0,0,448
0,0,0,0,0,0,23317,30503,39273,0,0,450
0,0,0,0,0,0,19956,29799,39097,0,0,455
0,0,0,0,0,0,19572,29543,39017,0,0,460
0,0,0,0,0,0,19540,29767,39113,0,1,465
0,0,0,0,0,0,19460,29527,39129,0,0,470
0,0,0,0,0,0,19460,29479,39065,0,0,475
0,0,0,0,0,0,19380,29591,39033,0,0,480
0,0,0,0,0,0,19380,29607,39065,0,0,485
0,0,0,0,0,0,19396,29847,39305,0,0,490
0,0,0,0,0,0,19508,30055,39465,0,1,495
0,0,0,0,0,0,19476,29671,39113,0,0,500
0,0,0,0,0,0,19380,29671,39129,0,0,505
0,0,0,0,0,0,19348,29639,39113,0,0,510
0,0,0,0,0,0,19348,29543,39113,0,0,515
0,0,0,0,0,0,19364,29527,39097,0,0,520
0,0,0,0,0,0,19348,29159,38761,0,0,525
0,0,0,0,0,0,19332,29623,39017,0,1,530
0,0,0,0,0,0,15331,29063,39145,0,0,543
0,0,0,0,0,0,23173,30471,39257,0,0,545
0,0,0,0,0,0,19876,29687,39065,0,0,550
0,0,0,0,0,0,19572,30311,39481,0,0,555
0,0,0,0,0,0,19412,29735,39113,0,1,560
0,0,0,0,0,0,19380,29639,39129,0,0,565
0,0,0,0,0,0,19364,29559,39129,0,0,570
0,0,0,0,0,0,19332,29527,39081,0,0,575
0,0,0,0,0,0,19300,29495,38985,0,0,580
0,0,0,0,0,0,19364,30087,39337,0,1,585
0,0,0,0,0,0,19412,29511,39161,0,0,590
0,0,0,0,0,0,19348,29511,39177,0,0,595
0,0,0,0,0,0,19316,29591,39081,0,0,600
0,0,0,0,0,0,19316,29815,39305,0,0,605
0,0,0,0,0,0,19476,30919,40073,0,1,610
0,0,0,0,0,0,19524,29575,39113,0,0,615
0,0,0,0,0,0,19332,29591,39113,0,0,620
0,0,0,0,0,0,19300,29607,39081,0,0,625
0,0,0,0,0,0,15315,29207,39241,0,1,638
0,0,0,0,0,0,23253,30519,39321,0,0,640
0,0,0,0,0,0,19860,29575,39065,0,0,645
0,0,0,0,0,0,19492,29655,39113,0,0,650
0,0,0,0,0,0,19380,29815,39145,0,0,655
0,0,0,0,0,0,19444,30455,39369,0,1,660
0,0,0,0,0,0,19428,29591,39129,0,0,665
0,0,0,0,0,0,19364,29623,39097,0,0,670
0,0,0,0,0,0,19300,29671,39145,0,0,675
0,0,0,0,0,0,19268,29143,38777,0,0,680
0,0,0,0,0,0,19300,29767,39225,0,1,685
0,0,0,0,0,0,19364,29511,39145,0,0,690
0,0,0,0,0,0,19300,29527,39097,0,0,695
0,0,0,0,0,0,19332,30295,39401,0,0,700
0,0,0,0,0,0,19428,30311,39417,0,1,705
0,0,0,0,0,0,19380,29655,39161,0,0,710
0,0,0,0,0,0,19316,29495,39129,0,0,715
0,0,0,0,0,0,19284,29639,39097,0,0,720
0,0,0,0,0,0,19364,31111,39913,0,1,725
0,0,0,0,0,0,15363,28999,39193,0,0,738
0,0,0,0,0,0,23205,30455,39257,0,0,740
0,0,0,0,0,0,19876,30855,39657,0,0,745
0,0,0,0,0,0,19556,29847,39177,0,1,750
0,0,0,0,0,0,19412,29623,39209,0,0,755
0,0,0,0,0,0,19380,29543,39129,0,0,760
0,0,0,0,0,0,19348,29559,38489,0,0,765
0,0,0,0,0,0,19140,29751,39129,0,1,770
0,0,0,0,0,0,19252,29591,39177,0,0,775
0,0,0,0,0,0,19268,29607,39177,0,0,780
0,0,0,0,0,0,19396,30631,39721,0,0,785
0,0,0,0,0,0,19380,29687,39145,0,1,790
0,0,0,0,0,0,19332,29575,39097,0,0,795
0,0,0,0,0,0,19268,29559,39161,0,0,800
0,0,0,0,0,0,19348,30807,39881,0,1,805
0,0,0,0,0,0,19460,29607,39209,0,0,810
0,0,0,0,0,0,19332,29479,39049,0,0,815
0,0,0,0,0,0,19300,30695,39801,0,0,820
0,0,0,0,0,0,15283,28983,39113,0,1,833
0,0,0,0,0,0,23173,30423,39241,0,0,835
0,0,0,0,0,0,19796,29511,38905,0,0,840
0,0,0,0,0,0,19492,30023,39209,0,1,845
0,0,0,0,0,0,19428,29575,39065,0,0,850
0,0,0,0,0,0,19300,29591,39065,0,0,855
0,0,0,0,0,0,19332,30535,39561,0,1,860
0,0,0,0,0,0,19364,29735,39193,0,0,865
0,0,0,0,0,0,19332,29447,39113,0,0,870
0,0,0,0,0,0,19252,29559,39161,0,0,875
0,0,0,0,0,0,19268,29671,39225,0,1,880
0,0,0,0,0,0,19300,29639,39097,0,0,885
0,0,0,0,0,0,19236,29543,39129,0,0,890
0,0,0,0,0,0,19316,30871,39705,0,1,895
0,0,0,0,0,0,19380,29655,39161,0,0,900
0,0,0,0,0,0,19300,29527,39145,0,0,905
0,0,0,0,0,0,19268,29015,38505,0,0,910
0,0,0,0,0,0,19108,29559,39193,0,1,915
0,0,0,0,0,0,15299,30439,40057,0,1,928
0,0,0,0,0,0,23381,30711,39321,0,0,930
0,0,0,0,0,0,19828,29847,39177,0,0,935
0,0,0,0,0,0,19492,29575,39145,0,0,940
0,0,0,0,0,0,19396,31111,39897,0,1,945
0,0,0,0,0,0,19508,29735,39177,0,0,950
0,0,0,0,0,0,19332,29607,39145,0,0,955
0,0,0,0,0,0,19316,30711,39785,0,0,960
0,0,0,0,0,0,19364,29719,39209,0,1,965
0,0,0,0,0,0,19316,29511,39209,0,0,970
0,0,0,0,0,0,19300,29639,39033,0,0,975
0,0,0,0,0,0,19268,29815,39225,0,1,980
0,0,0,0,0,0,19316,29607,39209,0,0,985
0,0,0,0,0,0,19284,29271,38841,0,0,990
0,0,0,0,0,0,19236,30215,39193,0,1,995
0,0,0,0,0,0,19300,29559,39145,0,0,1000
0,0,0,0,0,0,19316,30263,39657,0,0,1005
0,0,0,0,0,0,19380,30135,39321,0,1,1010
0,0,0,0,0,0,15267,30439,39673,0,0,1023
0,0,0,0,0,0,23221,31287,39593,0,1,1025
0,0,0,0,0,0,19812,29895,39161,0,0,1030
0,0,0,0,0,0,19444,29655,39129,0,0,1035
0,0,0,0,0,0,19396,30871,39913,0,1,1040
0,0,0,0,0,0,19492,29735,39193,0,0,1045
0,0,0,0,0,0,19332,29527,39145,0,0,1050
0,0,0,0,0,0,19236,29159,38777,0,0,1055
0,0,0,0,0,0,19204,29623,39193,0,1,1060
0,0,0,0,0,0,19284,29655,39241,0,0,1065
0,0,0,0,0,0,19316,29815,39417,0,0,1070
0,0,0,0,0,0,19348,29815,39129,0,1,1075
0,0,0,0,0,0,19236,29575,39129,0,0,1080
0,0,0,0,0,0,19268,29607,39097,0,0,1085
0,0,0,0,0,0,19380,32679,39545,0,1,1090
0,0,0,0,0,0,19316,29751,39177,0,0,1095
0,0,0,0,0,0,19268,29559,39097,0,0,1100
0,0,0,0,0,0,19220,29639,39017,0,0,1105
0,0,0,0,0,0,19236,29815,39177,0,1,1110
0,0,0,0,0,0,15203,29719,39497,0,0,1123
0,0,0,0,0,0,23205,30887,39385,0,1,1125
0,0,0,0,0,0,19764,29831,39161,0,0,1130
0,0,0,0,0,0,19412,29543,39113,0,0,1135
0,0,0,0,0,0,19316,30103,39033,0,0,1140
0,0,0,0,0,0,19252,29607,39145,0,1,1145
0,0,0,0,0,0,19236,29591,39113,0,0,1150
0,0,0,0,0,0,19236,29847,39385,0,0,1155
0,0,0,0,0,0,19348,29879,39193,0,1,1160
0,0,0,0,0,0,19316,29687,39161,0,0,1165
0,0,0,0,0,0,19284,29511,39065,0,0,1170
0,0,0,0,0,0,19236,29959,38857,0,0,1175
0,0,0,0,0,0,19220,29655,39209,0,1,1180
0,0,0,0,0,0,19284,29559,39081,0,0,1185
0,0,0,0,0,0,19220,29863,39401,0,0,1190
0,0,0,0,0,0,19316,30023,39257,0,1,1195
0,0,0,0,0,0,19316,29623,39145,0,0,1200
0,0,0,0,0,0,19220,29415,39081,0,0,1205
0,0,0,0,0,0,15139,29175,39209,0,1,1218
0,0,0,0,0,0,23141,30551,39257,0,0,1220
0,0,0,0,0,0,19748,29575,39145,0,0,1225
0,0,0,0,0,0,19444,30055,39289,0,1,1230
0,0,0,0,0,0,19396,29719,39113,0,0,1235
0,0,0,0,0,0,19268,29511,39081,0,0,1240
0,0,0,0,0,0,19220,29255,38873,0,0,1245
0,0,0,0,0,0,19236,29655,39081,0,1,1250
0,0,0,0,0,0,19220,29543,39033,0,0,1255
0,0,0,0,0,0,19204,29415,39065,0,0,1260
0,0,0,0,0,0,19300,31047,39881,0,1,1265
0,0,0,0,0,0,19396,29575,39129,0,0,1270
0,0,0,0,0,0,19220,29511,39081,0,0,1275
0,0,0,0,0,0,19188,29383,38825,0,0,1280
0,0,0,0,0,0,19172,29815,39177,0,1,1285
0,0,0,0,0,0,19284,29591,39129,0,0,1290
0,0,0,0,0,0,19204,29479,39033,0,0,1295
0,0,0,0,0,0,19252,30487,39481,0,0,1300
0,0,0,0,0,0,15155,28903,39097,1,1,1313
0,0,0,0,0,0,23077,30455,39353,0,0,1315
0,0,0,0,0,0,19764,29991,39145,0,1,1320
0,0,0,0,0,0,19396,29671,39145,0,0,1325
0,0,0,0,0,0,19284,29383,39097,0,0,1330
0,0,0,0,0,0,19220,29047,38681,0,0,1335
0,0,0,0,0,0,19204,29671,39097,0,1,1340
0,0,0,0,0,0,19204,29591,38985,0,0,1345
0,0,0,0,0,0,19188,29431,39017,0,0,1350
0,0,0,0,0,0,19284,31127,40313,0,1,1355
0,0,0,0,0,0,19524,29463,39049,0,0,1360
0,0,0,0,0,0,19236,29383,39001,0,0,1365
0,0,0,0,0,0,19220,29799,39257,0,0,1370
0,0,0,0,0,0,19364,29863,39273,0,1,1375
0,0,0,0,0,0,19316,29639,39113,0,0,1380
0,0,0,0,0,0,19236,29479,39049,0,0,1385
0,0,0,0,0,0,19252,31223,39273,0,0,1390
0,0,0,0,0,0,19236,29479,39113,1,1,1395
0,0,0,0,0,0,19188,29447,39033,0,0,1400
0,0,0,0,0,0,15139,29111,39273,0,1,1413
0,0,0,0,0,0,23157,30647,39241,0,0,1415
0,0,0,0,0,0,19780,29575,39081,0,0,1420
0,0,0,0,0,0,19428,29751,38905,0,0,1425
0,0,0,0,0,0,19300,29799,39081,0,1,1430
0,0,0,0,0,0,19220,29511,39001,1,0,1435
0,0,0,0,0,0,19220,29367,38953,0,0,1440
0,0,0,0,0,0,19236,29735,38985,0,0,1445
0,0,0,0,0,0,19204,29495,38985,0,1,1450
0,0,0,0,0,0,19188,29575,39049,0,0,1455
0,0,0,0,0,0,19236,29655,39177,0,0,1460
0,0,0,0,0,0,19316,30071,39241,0,1,1465
0,0,0,0,0,0,19284,29591,39033,1,0,1470
0,0,0,0,0,0,19188,29447,39001,0,0,1475
0,0,0,0,0,0,19172,29271,38841,0,0,1480
0,0,0,0,0,0,19204,29655,39161,0,1,1485
0,0,0,0,0,0,19188,29399,39113,0,0,1490
0,0,0,0,0,0,19236,29591,39097,0,0,1495
0,0,0,0,0,0,15123,28983,39145,1,1,1508
0,0,0,0,0,0,23061,30375,39161,0,0,1510
0,0,0,0,0,0,19684,29959,39401,0,0,1515
0,0,0,0,0,0,19508,29991,39209,0,1,1520
0,0,0,0,0,0,19380,29623,39129,0,0,1525
0,0,0,0,0,0,19300,29591,39145,0,0,1530
0,0,0,0,0,0,19284,30423,39337,0,0,1535
0,0,0,0,0,0,19268,29559,39001,1,1,1540
0,0,0,0,0,0,19204,29495,39081,0,0,1545
0,0,0,0,0,0,19204,29687,39321,0,0,1550
0,0,0,0,0,0,19316,29879,39129,0,1,1555
0,0,0,0,0,0,19268,29703,39097,0,0,1560
0,0,0,0,0,0,19220,29543,39113,0,0,1565
0,0,0,0,0,0,19220,30119,38041,0,0,1570
0,0,0,0,0,0,18980,29415,39033,1,1,1575
0,0,0,0,0,0,19124,29415,39017,0,0,1580
0,0,0,0,0,0,19156,29655,39209,0,0,1585
0,0,0,0,0,0,19284,30007,39353,0,1,1590
0,0,0,0,0,0,15219,29463,39337,0,0,1603
0,0,0,0,0,0,23109,31335,39033,1,0,1605
0,0,0,0,0,0,19668,29927,39193,0,1,1610
0,0,0,0,0,0,19396,29527,39081,0,0,1615
0,0,0,0,0,0,19300,30055,39497,0,0,1620
0,0,0,0,0,0,19364,29895,39113,0,1,1625
0,0,0,0,0,0,19268,29735,39113,0,0,1630
0,0,0,0,0,0,19172,29479,38969,1,0,1635
0,0,0,0,0,0,19252,31015,40057,0,1,1640
0,0,0,0,0,0,19428,29399,39113,0,0,1645
0,0,0,0,0,0,19220,29351,39017,0,0,1650
0,0,0,0,0,0,19188,29303,38825,0,0,1655
0,0,0,0,0,0,19252,29879,39289,0,1,1660
0,0,0,0,0,0,19300,29607,39097,0,0,1665
0,0,0,0,0,0,19188,29319,38985,1,0,1670
0,0,0,0,0,0,19220,30103,39177,0,1,1675
0,0,0,0,0,0,19236,29527,39097,0,0,1680
0,0,0,0,0,0,19188,29463,39017,0,0,1685
0,0,0,0,0,0,15075,29031,39081,1,1,1698
0,0,0,0,0,0,23029,30279,39161,0,0,1700
0,0,0,0,0,0,19668,29927,39241,0,0,1705
0,0,0,0,0,0,19492,29751,39097,0,1,1710
0,0,0,0,0,0,19284,29575,39017,0,0,1715
0,0,0,0,0,0,19268,29495,39065,0,0,1720
0,0,0,0,0,0,19236,30423,39305,1,1,1725
0,0,0,0,0,0,19284,29591,39129,0,0,1730
0,0,0,0,0,0,19204,29383,39065,0,0,1735
0,0,0,0,0,0,19220,29799,38393,0,0,1740
0,0,0,0,0,0,19076,29687,39209,0,1,1745
0,0,0,0,0,0,19236,29559,39161,0,0,1750
0,0,0,0,0,0,19156,29527,39129,1,0,1755
0,0,0,0,0,0,19204,29751,39081,0,1,1760
0,0,0,0,0,0,19172,29559,39033,0,0,1765
0,0,0,0,0,0,19156,29543,39033,0,0,1770
0,0,0,0,0,0,19252,30343,39369,0,1,1775
0,0,0,0,0,0,19252,29479,39001,1,0,1780
0,0,0,0,0,0,19172,29399,38953,0,0,1785
0,0,0,0,0,0,15139,29079,39209,0,1,1798
0,0,0,0,0,0,23157,30535,39257,0,0,1800
0,0,0,0,0,0,19700,29735,38985,0,0,1805
0,0,0,0,0,0,19380,29783,39065,1,1,1810
0,0,0,0,0,0,19236,29751,39049,0,0,1815
0,0,0,0,0,0,19220,29287,39001,0,0,1820
0,0,0,0,0,0,19252,29719,39081,0,1,1825
0,0,0,0,0,0,19220,29623,39065,0,0,1830
0,0,0,0,0,0,19156,29367,38953,1,0,1835
0,0,0,0,0,0,19236,30919,40041,0,1,1840
0,0,0,0,0,0,19380,29447,39065,0,0,1845
0,0,0,0,0,0,19188,29287,39001,0,0,1850
0,0,0,0,0,0,19268,31479,39657,0,0,1855
0,0,0,0,0,0,19252,29607,39097,1,1,1860
0,0,0,0,0,0,19172,29383,39001,0,0,1865
0,0,0,0,0,0,19172,29751,38985,0,0,1870
0,0,0,0,0,0,19140,29735,39081,0,1,1875
0,0,0,0,0,0,19188,29607,39145,0,0,1880
0,0,0,0,0,0,15107,29047,39209,1,1,1893
0,0,0,0,0,0,23109,30375,39193,0,0,1895
0,0,0,0,0,0,19684,29607,39017,0,0,1900
0,0,0,0,0,0,19444,30823,39705,0,1,1905
0,0,0,0,0,0,19348,29479,39033,1,0,1910
0,0,0,0,0,0,19220,29415,38969,0,0,1915
0,0,0,0,0,0,19236,30215,39065,0,0,1920
0,0,0,0,0,0,19236,29639,39113,0,1,1925
0,0,0,0,0,0,19172,29591,39081,0,0,1930
0,0,0,0,0,0,19124,29287,38809,1,0,1935
0,0,0,0,0,0,19156,29495,39113,0,1,1940
0,0,0,0,0,0,19156,29399,39017,0,0,1945
0,0,0,0,0,0,19220,30167,39689,0,0,1950
0,0,0,0,0,0,19396,30055,39289,0,1,1955
0,0,0,0,0,0,19252,29431,39033,1,0,1960
0,0,0,0,0,0,19156,29287,38937,0,0,1965
0,0,0,0,0,0,19172,30135,39241,0,1,1970
0,0,0,0,0,0,19268,29767,39209,0,0,1975
0,0,0,0,0,0,15107,29159,39209,1,1,1988
0,0,0,0,0,0,23141,30471,39241,0,0,1990
0,0,0,0,0,0,19700,29703,39065,0,0,1995
0,0,0,0,0,0,19364,29607,38969,0,0,2000
0,0,0,0,0,0,19220,29607,39097,1,1,2005
0,0,0,0,0,0,19220,29415,39017,0,0,2010
0,0,0,0,0,0,19220,30007,39433,0,0,2015
0,0,0,0,0,0,19332,29879,39129,0,1,2020
0,0,0,0,0,0,19236,29671,39145,0,0,2025
0,0,0,0,0,0,19124,29303,38969,1,0,2030
0,0,0,0,0,0,19188,30119,39177,0,1,2035
0,0,0,0,0,0,19220,29415,39081,0,0,2040
0,0,0,0,0,0,19140,29543,39049,0,0,2045
0,0,0,0,0,0,19268,31367,40297,0,1,2050
0,0,0,0,0,0,19364,29527,39161,1,0,2055
0,0,0,0,0,0,19172,29303,38937,0,0,2060
0,0,0,0,0,0,19140,29799,38585,0,0,2065
0,0,0,0,0,0,19060,29591,39129,0,1,2070
0,0,0,0,0,0,19076,29431,38985,1,0,2075
0,0,0,0,0,0,15027,29191,39209,0,1,2088
0,0,0,0,0,0,23125,30615,39289,0,0,2090
0,0,0,0,0,0,19700,30087,39465,0,0,2095
0,0,0,0,0,0,19412,29687,39017,1,1,2100
0,0,0,0,0,0,19252,29559,39065,0,0,2105
0,0,0,0,0,0,19204,29319,38985,0,0,2110
0,0,0,0,0,0,19252,30311,39401,0,1,2115
0,0,0,0,0,0,19220,29495,39001,1,0,2120
0,0,0,0,0,0,19156,29415,38985,0,0,2125
0,0,0,0,0,0,19188,30615,39849,0,1,2130
0,0,0,0,0,0,19412,29751,39209,0,0,2135
0,0,0,0,0,0,19252,29527,39081,0,0,2140
0,0,0,0,0,0,19156,30935,39209,1,0,2145
0,0,0,0,0,0,19220,29591,39081,0,1,2150
0,0,0,0,0,0,19188,29399,39129,0,0,2155
0,0,0,0,0,0,19188,30167,39545,0,0,2160
0,0,0,0,0,0,19204,29511,39001,1,1,2165
0,0,0,0,0,0,19124,29479,39081,0,0,2170
0,0,0,0,0,0,14963,29063,39049,1,1,2183
0,0,0,0,0,0,22981,30503,39241,0,0,2185
0,0,0,0,0,0,19652,29719,39081,0,0,2190
0,0,0,0,0,0,19412,31511,39369,0,1,2195
0,0,0,0,0,0,19300,29639,39113,0,0,2200
0,0,0,0,0,0,19140,29383,38985,1,0,2205
0,0,0,0,0,0,19172,31287,39449,0,0,2210
0,0,0,0,0,0,19236,29447,39033,0,1,2215
0,0,0,0,0,0,19188,29479,39145,0,0,2220
0,0,0,0,0,0,19108,29911,39369,1,0,2225
0,0,0,0,0,0,19236,29575,39065,0,1,2230
0,0,0,0,0,0,19156,29447,39049,0,0,2235
0,0,0,0,0,0,19172,29495,39113,0,0,2240
0,0,0,0,0,0,19140,30615,39369,1,1,2245
0,0,0,0,0,0,19220,29623,39065,0,0,2250
0,0,0,0,0,0,19124,29543,39033,0,0,2255
0,0,0,0,0,0,19252,31303,40457,0,1,2260
0,0,0,0,0,0,19428,29575,39001,1,0,2265
0,0,0,0,0,0,15059,29527,39337,0,1,2278
0,0,0,0,0,0,23221,30663,39321,0,0,2280
0,0,0,0,0,0,19636,29463,38937,1,0,2285
0,0,0,0,0,0,19284,29639,39065,0,0,2290
0,0,0,0,0,0,19268,29975,39177,0,1,2295
0,0,0,0,0,0,19284,29623,39113,0,0,2300
0,0,0,0,0,0,19124,29399,38905,1,0,2305
0,0,0,0,0,0,19204,30903,40009,0,1,2310
0,0,0,0,0,0,19348,29623,39065,0,0,2315
0,0,0,0,0,0,19188,29415,39113,0,0,2320
0,0,0,0,0,0,19044,26822,38633,1,0,2325
0,0,0,0,0,0,18980,29367,39049,0,1,2330
0,0,0,0,0,0,19092,29399,38985,0,0,2335
0,0,0,0,0,0,19172,30215,39593,0,0,2340
0,0,0,0,0,0,19204,29959,39289,1,1,2345
0,0,0,0,0,0,19204,29431,39017,0,0,2350
0,0,0,0,0,0,19108,29255,38905,0,0,2355
0,0,0,0,0,0,19220,30791,39833,0,1,2360
0,0,0,0,0,0,15107,29303,39465,1,0,2373
0,0,0,0,0,0,23077,32599,38697,0,0,2375
0,0,0,0,0,0,19812,29847,39129,0,1,2380
0,0,0,0,0,0,19412,29607,38953,1,0,2385
0,0,0,0,0,0,19268,30055,39577,0,0,2390
0,0,0,0,0,0,19396,30183,39321,0,1,2395
0,0,0,0,0,0,19236,29383,38937,1,0,2400
0,0,0,0,0,0,19108,29383,38873,0,0,2405
0,0,0,0,0,0,19172,30999,40329,0,1,2410
0,0,0,0,0,0,19444,29735,39177,0,0,2415
0,0,0,0,0,0,19172,29287,38953,1,0,2420
0,0,0,0,0,0,19076,29127,38713,0,0,2425
0,0,0,0,0,0,19108,29911,39065,0,1,2430
0,0,0,0,0,0,19140,29575,39081,0,0,2435
0,0,0,0,0,0,19060,29255,38889,1,0,2440
0,0,0,0,0,0,19140,30135,39305,0,1,2445
0,0,0,0,0,0,19220,29559,39145,0,0,2450
0,0,0,0,0,0,19124,29431,39001,0,0,2455
0,0,0,0,0,0,19044,28967,38553,1,0,2460
0,0,0,0,0,0,14963,28935,39017,1,1,2473
0,0,0,0,0,0,22949,30455,39161,0,0,2475
0,0,0,0,0,0,19652,29943,39097,0,1,2480
0,0,0,0,0,0,19316,29559,39097,0,0,2485
0,0,0,0,0,0,19236,29399,38969,0,0,2490
0,0,0,0,0,0,19220,31127,39945,1,0,2495
0,0,0,0,0,0,19332,29575,39017,0,1,2500
0,0,0,0,0,0,19188,29447,39033,0,0,2505
0,0,0,0,0,0,19092,30007,39433,1,0,2510
0,0,0,0,0,0,19236,29831,39065,0,1,2515
0,0,0,0,0,0,19124,29447,38985,0,0,2520
0,0,0,0,0,0,19076,29367,38937,1,0,2525
0,0,0,0,0,0,19172,30791,39929,0,1,2530
0,0,0,0,0,0,19300,29463,39033,0,0,2535
0,0,0,0,0,0,19156,29495,39049,0,0,2540
0,0,0,0,0,0,19060,29783,39257,1,0,2545
0,0,0,0,0,0,19172,29639,39049,0,1,2550
0,0,0,0,0,0,19124,29335,39001,0,0,2555
0,0,0,0,0,0,14995,29207,39161,1,1,2568
0,0,0,0,0,0,22981,30551,39241,0,0,2570
0,0,0,0,0,0,19684,29687,39097,0,0,2575
0,0,0,0,0,0,19268,29847,39337,1,0,2580
0,0,0,0,0,0,19300,29847,39097,0,1,2585
0,0,0,0,0,0,19220,29831,39097,0,0,2590
0,0,0,0,0,0,19092,29303,38857,1,0,2595
0,0,0,0,0,0,19124,29879,38905,0,0,2600
0,0,0,0,0,0,19060,29367,38985,0,1,2605
0,0,0,0,0,0,19124,29543,39049,0,0,2610
0,0,0,0,0,0,19028,29687,39001,1,0,2615
0,0,0,0,0,0,19108,29911,39225,0,1,2620
0,0,0,0,0,0,19220,29511,39193,0,0,2625
0,0,0,0,0,0,19060,29447,38969,1,0,2630
0,0,0,0,0,0,19044,29175,38761,0,0,2635
0,0,0,0,0,0,19092,29463,39065,0,1,2640
0,0,0,0,0,0,19124,29479,39033,0,0,2645
0,0,0,0,0,0,19044,29255,38921,1,0,2650
0,0,0,0,0,0,14931,28999,39049,1,1,2663
0,0,0,0,0,0,22949,30231,39113,0,0,2665
0,0,0,0,0,0,19572,29799,39177,0,0,2670
0,0,0,0,0,0,19396,29655,39017,0,1,2675
0,0,0,0,0,0,19172,29463,38969,1,0,2680
0,0,0,0,0,0,19108,29479,38953,0,0,2685
0,0,0,0,0,0,19140,30375,39017,0,0,2690
0,0,0,0,0,0,19140,29559,39065,0,1,2695
